ID	TITLE	CREATOR	FORMAT	PUBLICATION DATES	CONTRIBUTORS	PUBLICATION	PHYSICAL DETAILS	ISBNS	OCLC	SERIES	ISSNS	PRECEDING TITLES	SUCCEEDING TITLES	CREDITS	CARTOGRAPHIC DATA	FINDING AIDS
2735	Activities of recent S & E graduates vary significantly by field of degree	[prepared by John Tsapogas]	Books		National Science Foundation (U.S.). Division of Science Resources Studies,National Science Foundation (U.S.). Division of Science Resources and Policy Studies,National Science Foundation (U.S.). Division of Science Resources Statistics,	[Washington, D.C.] : National Science Foundation, [1991]			ocm26572238	SRS data brief ; 1991, no. 5,						
2736	Specifying message passing and time-critical systems with temporal logic	Ron Koymans	Books			Berlin ; New York : Springer-Verlag, [1992] ©1992		9780387562834, 0387562834, 9783540562832, 3540562834	ocm27069338	Lecture notes in computer science ; 651,						
2737	National data program for the social sciences	Principal investigator: James A. Davis	Books		Davis, James A. (James Allan), 1929-2016,	Chicago, [publisher not identified], 1972-1976.			ocm00483208							
2738	Proceedings : of the 1967 Clinic on Library Applications of Data Processing	edited by Dewey E. Carroll	Books		Carroll, Dewey Eugene, 1926-,	Urbana, Ill. : University of Illinois, Graduate School of Library Science, [1967] ©1967			ocm06839566	Proceedings ; 1967,						
2739	Data base file organization : theory and applications of the consecutive retrieval property	edited by Sakti P. Ghosh, Yahiko Kambayashi, Witold Lipski, Jr	Books		Ghosh, Sakti P,Kambayashi, Y,Lipski, Witold, Jr,	New York : Academic Press, 1983.		9780122818608, 0122818601	ocm10431102	Notes and reports in computer science and applied mathematics ; 6,						
2740	Surface-water-quality assessment of the Upper Illinois River basin in Illinois, Indiana, and Wisconsin : data on manmade nonagricultural volatile and semivolatile organic chemicals in water, May 1988 through March 1990	by Faith A. Fitzpatrick and John A. Colman	Books		Colman, John A,Geological Survey (U.S.),National Water-Quality Assessment Program (U.S.),Geographical and Geological Survey of the Rocky Mountain Region (U.S.),Geographical Surveys West of the 100th Meridian (U.S.),Geological and Geographical Survey of the Territories (U.S.),United States. Department of the Interior,USGS National Water Quality Assessment Pilot Program,	Urbana, IL : U.S. Geological Survey ; Denver, CO : U.S. Geological Survey, Earth Science Information Center, Open-File Reports Section [distributor], 1993.			ocm29736170	U.S. Geological Survey open-file report ; 92-467,						
2741	Workshop record : 1994 IEEE Radiation Effects Data Workshop		Books		IEEE Nuclear and Plasma Sciences Society,IEEE Nuclear Science Group,	Piscataway, NJ : IEEE Service Center, [1994] ©1994		9780780320222, 0780320220, 9780780320239, 0780320239	ocm31802941							
2742	Newly available agency data sets that are significantly global change related		Books		National Science and Technology Council (U.S.). Subcommittee on Global Change Research. Data Management Working Group,U.S. Global Change Research Program,	[United States] : Data Management Working Group of the CENR's Subcommittee on Global Change Research,										
2743	Transforming remote sensing data into information and applications	Steering Committee on Space Applications and Commercialization, Space Studies Board, Division on Engineering and Physical Sciences and Ocean Studies Board, Division on Earth and Life Sciences, National Research Council	Books			Washington, D.C. : National Academy Press, [2001] ©2001		9780309082716, 0309082714, 0309508991, 9780309508995, 0309082714	ocn559711757							
2744	Earth science	produced by The Center for Aerospace Education in cooperation with Video Vision Associates	Videos, Slides, Films		Drew University. Center for Aerospace Education,Video Vision Associates,Optical Data Corporation,	United States : [Video Vision Associates], [1985]			ocm35103584	Space disc ; 6,						
2745	Data-driven technology for engineering systems health management : design approach, feature construction, fault diagnosis, prognosis, fusion and decisions	Gang Niu	Books			Singapore : Springer ; Beijing, China : Science Press, [2016]. ©2017		9789811020322, 9811020329, 9789811020315, 9811020310	ocn954214872							
2746	Space data : NASA's future data volumes create formidable challenges : report to the Chairman, Subcommittee on Science, Technology, and Space, Committee on Commerce, Science and Transportation, U.S. Senate	United States General Accounting Office	Books; Microforms		United States. Congress. Senate. Committee on Commerce, Science, and Transportation. Subcommittee on Science, Technology, and Space,United States. Congress. Senate. Committee on Commerce. Special Subcommittee on Science, Technology, and Commerce,United States. Congress. Senate. Committee on Aeronautical and Space Sciences,United States. Congress. Senate. Committee on Commerce, Science, and Transportation. Subcommittee on Science and Space,United States. Congress. Senate. Committee on Commerce, Science, and Transportation. Subcommittee on Technology, Innovation, and Competitiveness,	Washington, DC : The Office, 1991.			ocm26858836							
2747	Probability, statistics, and queueing theory : with computer science applications	Arnold O. Allen	Books			New York : Academic Press, 1978.		9780120510504, 0120510502	ocm03607849	Computer science and applied mathematics series,						
2748	Microbiological and residue computer information system : MARCIS data book, 1991		Books		United States. Food Safety and Inspection Service. Scientific Information Branch,	[Washington, D.C.?] : U.S. Dept. of Agriculture, Food Safety and Inspection Service, Science and Technology, Statistics and Data Systems, Scientific Information Branch, [1992?]			ocm28529417							
2749	Applications of digital computer techniques to theoretical investigations and to the analysis of experimental data in nuclear spectroscopy		Books			Uppsala, [publisher not identified], 1963.			ocm14532558	Acta Universitatis Upsaliensis. Abstracts of Uppsala dissertations in science ; 25,						
2750	Harnessing the power of digital data for science and society : report of the Interagency Working Group on Digital Data to the Committee on Science of the National Science and Technology Council		Books		National Science and Technology Council (U.S.). Committee on Science,National Science and Technology Council (U.S.). Interagency Working Group on Digital Data,National Science and Technology Council (U.S.). Committee on Fundamental Science,	[Washington, D.C.] : Interagency Working Group on Digital Data, [2009]			ocn317721057							
2751	Data management in a connected world : essays dedicated to Hartmut Wedekind on the occasion of his 70th birthday	Theo Härder, Wolfgang Lehner, (eds.)	Books		Wedekind, Hartmut,Härder, Theo,Lehner, Wolfgang, 1969-,	Berlin ; New York : Springer, [2005] ©2005		9783540262954, 3540262954	ocm61167803	Lecture notes in computer science ; 3551,Lecture notes in computer science. Festschrift,						
2752	Annual statistics and highlights report	National Space Science Data Center	Journals, Magazines, Newspapers			Greenbelt, MD : The Center.			ocm29409090							
2753	Enhancing data systems to improve the quality of cancer care	Maria Hewitt and Joseph V. Simone, editors ; National Cancer Policy Board, Institute of Medicine, and Commission on Life Sciences, National Research Council	Books		Hewitt, Maria Elizabeth,Simone, Joseph V., 1935-,National Cancer Policy Board (U.S.),National Research Council (U.S.). Commission on Life Sciences,Assembly of Life Sciences (U.S.),National Research Council (U.S.). Division on Earth and Life Studies,National Cancer Policy Forum (U.S.),	Washington, D.C. : National Academy Press, [2000] ©2000		9780309071918, 0309071917	ocm45310845							
2754	Data-descriptive records in the physical sciences : final report	for the National Science Foundation, Division of Science Information, Grant No. GN-41763; prepared by Rita G. Lerner ... [and others]	Books		Lerner, Rita G,	New York : AIP ; Springfield, Va. : reproduced by National Technical Information Service, 1976.			ocm03410182							
2755	The (new) Turing omnibus : 66 excursions in computer science	A.K. Dewdney	Books			First Owl Books edition. New York : Henry Holt, 2001. ©1993		9780805071665, 0805071660	ocm49803048							
2756	Computational analysis of terrorist groups : Lashkar-e-Taiba	V.S. Subrahmanian ... [and others] ; foreword by R. James Woolsey	Books		Subrahmanian, V. S,	New York, NY : Springer, [2013] ©2013		9781461447696, 1461447690, 9781461447689, 1461447682, 9781461447689, 9781283624466, 128362446X	ocn809261225							
2757	Authorization for Fire research and safety and the Standard reference data acts (H.R. 13034) hearing, Ninety-second Congress, second session	February 17, 1972	Books			Washington : U.S. Govt. Print. Off., 1972.										
2758	Data results on nanosecond pulse propagation measurements over line-of-sight paths		Books		Institute for Telecommunication Sciences,Institute for Telecommunication Sciences and Aeronomy (U.S.),	Boulder, Colo, . : Institute for Telecommunication Sciences, 1972.			ocm01020680	United States. Office of Telecommunications. Telecommunications research and engineering report ; 37,						
2759	Inverse problems in atmospheric constituent transport	I.G. Enting	Books		Dessler, Alexander J,Houghton, John T,Rycroft, Michael J,	Cambridge ; New York : Cambridge University Press, 2002.		0511064578, 128041961X, 9786610419616, 0511176848, 1139147951, 0511058241, 0511329822, 0511535740, 0511073038	ocm70758363	Cambridge atmospheric and space science series,						
2760	Data integration in the life sciences : 7th international conference, DILS 2010, Gothenburg, Sweden, August 25-27, 2010 : proceedings	Patrick Lambrix, Graham Kemp (eds.)	Books		Lambrix, Patrick,Kemp, Graham (Graham J. L.),	Berlin ; New York : Springer, 2010.		9783642151200, 3642151205	ocn657387186	Lecture notes in computer science ; 6254,Lecture notes in computer science. Lecture notes in bioinformatics,LNCS sublibrary. Bioinformatics,Lecture notes in computer science. Lecture notes in bioinformatics,LNCS sublibrary. Bioinformatics,						
2761	Environmental impact data book	by Jack Golden ... [and others]	Books		Golden, Jack,	Ann Arbor, Mich. : Ann Arbor Science Publishers, [1979] ©1979		9780250402120, 0250402122	ocm04603710							
2762	Year 2000 computing crisis : strong leadership and effective public/private cooperation needed to avoid major disruptions : statement of Gene L. Dodaro, Assistant Comptroller General, Accounting and Information Management Division, before the Subcommittee on Government Management, Information and Technology, Committee on Government Reform and Oversight, and the Subcommittee on Technology, Committee on Science, House of Representatives	United States General Accounting Office	Books		United States. General Accounting Office,United States. Congress. House. Committee on Government Reform and Oversight. Subcommittee on Government Management, Information, and Technology,United States. Congress. House. Committee on Science. Subcommittee on Technology,United States. Congress. House. Committee on Science, Space, and Technology. Subcommittee on Technology, Environment, and Aviation,United States. Congress. House. Committee on Science. Subcommittee on Environment, Technology, and Standards,United States. Congress. House. Committee on Government Reform. Subcommittee on Government Management, Information, and Technology,United States. Government Accountability Office,United States. Auditor for Interior Department,United States. Auditor for Navy Department,United States. Auditor for Post-Office Department,United States. Auditor for State and Other Departments,United States. Auditor for Treasury Department,United States. Auditor for War Department,United States. Comptroller of the Treasury,	Washington, D.C. : The Office ; Gaithersburg, MD (P.O. Box 6015, Gaithersburg 20884-6015) : The Office [distributor], [1998]			ocm40327951	Testimony ; GAO/T-AIMD-98-101,						
