_id,ltable_ID,rtable_ID,ltable_Title,ltable_Author,ltable_Publication,ltable_Format,ltable_ISBN,ltable_Series,ltable_Physical Details,rtable_Title,rtable_Author,rtable_Publication,rtable_Format,rtable_ISBN,rtable_Series,rtable_Physical Details,label
517,a5433,b4255,"""Financial cryptography and data security : FC 2017 International Workshops, WAHC, BITCOIN, VOTING, WTSC, and TA, Sliema, Malta, April 7, 2017, Revised selected papers""","""edited by Michael Brenner, Kurt Rohloff, Joseph Bonneau, Andrew Miller, Peter Y.A. Ryan, Vanessa Teague, Andrea Bracciali, Massimiliano Sala, Federico Pintore, Markus Jakobsson""","""Cham, Switzerland : Springer, 2017.""","""Books""",9783319702780,"""Lecture notes in computer science ; 10323,LNCS sublibrary. Security and cryptology,""","""nan""","""Financial cryptography and data security : FC 2015 International Workshops, BITCOIN, WAHC, and Wearable, San Juan, Puerto Rico, January 30, 2015, Revised Selected Papers  ""","""Brenner, Michael | Christin, Nicolas, | Johnson, Benjamin, | Rohloff, Kurt,""","""Heidelberg""","""Electronic books.""",9783662480519,"""Lecture notes in computer science ; 8976. 0302-9743 LNCS sublibrary. SL 4, Security and cryptology.""","""1 online resource (xii, 309 pages)""",0
527,a2369,b4917,"""Trends in functional programming : 15th International Symposium, TFP 2014, Soesterberg, The Netherlands, May 26-28, 2014, revised selected papers""","""Jurriaan Hage, Jay McCarthy (eds.)""","""Cham : Springer, 2015.""","""Books""",9783319146751,"""Lecture notes in computer science ; 8843,LNCS sublibrary. Theoretical computer science and general issues,""","""nan""","""Trends in functional programming : 16th International Symposium, TFP 2015, Sophia Antipolis, France, June 3-5, 2015. Revised selected papers  ""","""Serrano, Manuel, | Hage, Jurriaan,""","""Switzerland""","""Electronic books. | Conference papers and proceedings.""",9783319391106,"""Lecture notes in computer science ; 9547. 0302-9743 LNCS sublibrary. SL 1, Theoretical computer science and general issues.""","""1 online resource (vii, 157 pages)""",0
531,a3308,b4031,"""Selected areas in cryptography : 12th international workshop, SAC 2005, Kingston, ON, Canada, August 11-12, 2005 : revised selected papers""","""Bart Preneel, Stafford Tavares (eds.)""","""Berlin ; New York : Springer, [2006] ©2006""","""Books""",9783540331087,"""Lecture notes in computer science. 3897,""","""nan""","""Financial cryptography and data security : 20th International Conference, FC 2016, Christ Church, Barbados, February 22-26, 2016, Revised selected papers  ""","""Grossklags, Jens, | Preneel, Bart,""","""Berlin, Germany""","""Electronic books.""",9783662549704,"""Lecture notes in computer science ; 9603. 0302-9743 LNCS sublibrary. SL 4, Security and cryptology.""","""1 online resource (xiv, 620 pages)""",0
536,a5393,b2293,"""Post-quantum cryptography : 4th International Workshop, PQCrypto 2011, Taipei, Taiwan, November 29 - December 2, 2011. Proceedings""","""Bo-Yin Yang (ed.)""","""Heidelberg ; New York : Springer-Verlag Berlin Heidelberg, [2011] ©2011""","""Books""",9783642254055,"""Lecture notes in computer science ; 7071,""","""nan""","""Post-quantum cryptography : 4th International Workshop, PQCrypto 2011, Taipei, Taiwan, November 29 - December 2, 2011. Proceedings  ""","""Yang, Bo-Yin.""","""Heidelberg ; Springer-Verlag Berlin Heidelberg, Â©2011.""","""Electronic books. | Conference papers and proceedings.""",9783642254055,"""Lecture notes in computer science ; 7071.""","""1 online resource (x, 294 pages)""",1
537,a1367,b2167,"""Ethical data mining applications for socio-economic development""","""Hakikur Rahman, University of Minho, Portugal and Isabel Ramos, University of Minho, Portugal editors""","""Hershey, PA : Information Science Reference, [2013]""","""Books""",9781466640788,"""Advances in data mining and database management (ADMDM) book series,""","""nan""","""Ethical data mining applications for socio-economic development ""","""Rahman, Hakikur, | Ramos, Isabel,""","""Hershey, Pa.""","""Electronic books.""",9781466640795,"""nan""","""1 online resource (299 pages)""",1
548,a1137,b1719,"""Deep learning and data labeling for medical applications : first International Workshop, LABELS 2016, and second International Workshop, DLMIA 2016, held in conjunction with MICCAI 2016, Athens, Greece, October 21, 2016, Proceedings""","""Gustavo Carneiro, Diana Mateus, Loïc Peter, Andrew Bradley, João Manuel R. S. Tavares, Vasileios Belagiannis, João Paulo Papa, Jacinto C. Nascimento, Marco Loog, Zhi Lu, Jaime S. Cardoso, Julien Cornebise (eds.)""","""Cham, Switzerland : Springer, 2016.""","""Books""",9783319469768,"""Lecture notes in computer science ; 10008,LNCS sublibrary. Image processing, computer vision, pattern recognition, and graphics,""","""nan""","""Reconfigurable computing : architectures, tools and applications : 8th International Symposium, ARC 2012, Hong Kong, China, March 19-23, 2012. Proceedings  ""","""Choy, Oliver C. S.""","""Berlin ; Springer, Â©2012.""","""Electronic books. | Conference papers and proceedings.""",9783642283659,"""Lecture notes in computer science ; 7199. LNCS sublibrary. SL 1, Theoretical computer science and general issues.""","""1 online resource (xiv, 386 pages).""",0
552,a5441,b6615,"""High performance computing in science and engineering '15 : transactions of the High Performance Computing Center, Stuttgart (HLRS) 2015""","""Wolfgang E. Nagel, Dietmar H. Kröner, Michael M. Resch, editors""","""Cham : Springer, 2016.""","""Books""",9783319246338,"""nan""","""nan""","""Sustained simulation performance 2016 : proceedings of the Joint Workshop on Sustained Simulation Performance, University of Stuttgart (HLRS) and Tohoku University, 2016  ""","""Resch, Michael, | Bez, Wolfgang, | Focht, Erich, | Patel, Nisarg, | Kobayashi, Hiroaki,""","""Cham, Switzerland""","""Electronic books. | Conference papers and proceedings.""",9783319467351,"""nan""","""1 online resource""",0
553,a1743,b6615,"""High performance computing in science and engineering '16 : transactions of the High Performance Computing Center, Stuttgart (HLRS) 2016""","""Wolfgang E. Nagel, Dietmar H. Kröner, Michael M. Resch, editors""","""Cham, Switzerland : Springer, 2016.""","""Books""",9783319470665,"""nan""","""nan""","""Sustained simulation performance 2016 : proceedings of the Joint Workshop on Sustained Simulation Performance, University of Stuttgart (HLRS) and Tohoku University, 2016  ""","""Resch, Michael, | Bez, Wolfgang, | Focht, Erich, | Patel, Nisarg, | Kobayashi, Hiroaki,""","""Cham, Switzerland""","""Electronic books. | Conference papers and proceedings.""",9783319467351,"""nan""","""1 online resource""",0
557,a2714,b2276,"""Trends and applications in knowledge discovery and data mining : PAKDD 2016 Workshops, BDM, MLSDA, PACC, WDMBF, Auckland, New Zealand, April 19, 2016, Revised Selected Papers""","""edited by Huiping Cao, Jinyan Li, Ruili Wang""","""Switzerland : Springer, 2016.""","""Books""",9783319429960,"""Lecture notes in computer science. Lecture notes in artificial intelligence ; 9794,LNCS sublibrary. Artificial intelligence,Lecture notes in computer science. Lecture notes in artificial intelligence,LNCS sublibrary. Artificial intelligence,""","""nan""","""Trends and Applications in Knowledge Discovery and Data Mining : PAKDD 2015 Workshops: BigPMA, VLSP, QIMIE, DAEBH, Ho Chi Minh City, Vietnam, May 19-21, 2015. Revised Selected...""","""Li, Xiao-Li. | Cao, Tru. | Lim, Ee-Peng. | Zhou, Zhi-Hua. | Ho, Tu-Bao. | Cheung, David.""","""Cham""","""Electronic books.""",9783319256603,"""Lecture notes in computer science ; 9441. 0302-9743 Lecture notes in computer science. Lecture notes in artificial intelligence. LNCS sublibrary. SL 7, Artificial intelligence.""","""1 online resource (xv, 289 p.)""",0
558,a5006,b2276,"""Biological data mining and its applications in healthcare""","""editors, Xiaoli Li (A*STAR, Singapore & Nanyang Technological University, Singapore), See-Kiong Ng (A*STAR, Singapore), Jason T.L. Wang (New Jersey Institute of Technology, USA)""","""New Jersey : World Scientific, [2014] ©2014""","""Books""",9789814551014,"""Science, engineering, and biology infomatics ; v. 8,""","""nan""","""Trends and Applications in Knowledge Discovery and Data Mining : PAKDD 2015 Workshops: BigPMA, VLSP, QIMIE, DAEBH, Ho Chi Minh City, Vietnam, May 19-21, 2015. Revised Selected...""","""Li, Xiao-Li. | Cao, Tru. | Lim, Ee-Peng. | Zhou, Zhi-Hua. | Ho, Tu-Bao. | Cheung, David.""","""Cham""","""Electronic books.""",9783319256603,"""Lecture notes in computer science ; 9441. 0302-9743 Lecture notes in computer science. Lecture notes in artificial intelligence. LNCS sublibrary. SL 7, Artificial intelligence.""","""1 online resource (xv, 289 p.)""",0
560,a222,b3263,"""Management and processing of complex data structures : third Workshop on Information Systems and Artificial Intelligence, Hamburg, Germany, February 28-March 2, 1994 : proceedings""","""Kai von Luck, Heinz Marburger (Eds.)""","""Berlin ; New York : Springer-Verlag, [1994] ©1994""","""Books""",9783540578024,"""Lecture notes in computer science ; 777,""","""nan""","""Management and Processing of Complex Data Structures : Third Workshop on Information Systems and Artificial Intelligence Hamburg, Germany, February 28-March 2, 1994 Proceedings  ""","""Luck, Kai.""","""Berlin, Heidelberg""","""Electronic books.""",9783540483359,"""Lecture notes in computer science ; 777. 0302-9743""","""1 online resource""",1
563,a957,b2413,"""Computational methods in science and engineering. Volume 2 : advances in computational science : lectures presented at the International Conference on Computational Methods in Science and Engineering 2008 (ICCMSE 2008), Hersonissos, Crete, Greece, 25-30 September 2008""","""editors, George Maroulis, Theodore E. Simos""","""Melville, N.Y. : American Institute of Physics, [2009] ©2009""","""Books""",9780735406858,"""AIP conference proceedings ; no. 1148,AIP conference proceedings (Online) ; v. 1148,AIP conference proceedings (Online). Atomic, molecular, and optical physics,""","""nan""","""Recent progress in computational sciences and engineering : lectures presented at the International Conference of Computational Methods in Sciences and Engineering 2006 (ICCMSE...""","""Simos, T. E. | Maroulis, George.""","""Zeist""","""nan""",9789004155428,"""Lecture series on computer and computational sciences, 7 1573-196 ;""","""2 v.""",0
564,a1801,b2413,"""Computational methods in science and engineering : advances in computational science : lectures presented at the International Conference on Computational Methods in Sciences and Engineering 2008 (ICCMSE 2008) : Heraklion, Crete (Greece). 25-30 September 2008""","""editor(s): George Maroulis, Theodore E. Simos""","""[Melville, N.Y.] : American Institute of Physics , 2009.""","""Books""",9780735406445,"""AIP conference proceedings (Online) ; v. 1108,""","""nan""","""Recent progress in computational sciences and engineering : lectures presented at the International Conference of Computational Methods in Sciences and Engineering 2006 (ICCMSE...""","""Simos, T. E. | Maroulis, George.""","""Zeist""","""nan""",9789004155428,"""Lecture series on computer and computational sciences, 7 1573-196 ;""","""2 v.""",0
569,a2925,b858,"""Pattern recognition and machine intelligence : 7th International Conference, PReMI 2017, Kolkata, India, December 5-8, 2017, Proceedings""","""B. Uma Shankar, Kuntal Ghosh, Deba Prasad Mandal, Shubhra Sankar Ray, David Zhang, Sankar K. Pal (eds.)""","""Cham : Springer, 2017.""","""Books""",9783319699004,"""Lecture notes in computer science ; 10597,LNCS sublibrary. Image processing, computer vision, pattern recognition, and graphics,""","""nan""","""Foundations of data organization and algorithms : 4th International Conference, FODO '93, Chicago, Illinois, USA, October 13-15, 1993 : proceedings  ""","""Lomet, David B.,""","""Berlin ; Springer-Verlag, c1993.""","""Electronic books. | Conference proceedings.""",9783540480471,"""Lecture notes in computer science ; 730. 0302-9743""","""1 online resource (411 p.)""",0
570,a3594,b858,"""Foundations of data organization and algorithms : 4th International Conference, FODO '93, Chicago, Illinois, USA, October 13-15, 1993 : proceedings""","""David B. Lomet, (ed.)""","""Berlin ; New York : Springer-Verlag, [1993] ©1993""","""Books""",9783540573012,"""Lecture notes in computer science ; 730,""","""nan""","""Foundations of data organization and algorithms : 4th International Conference, FODO '93, Chicago, Illinois, USA, October 13-15, 1993 : proceedings  ""","""Lomet, David B.,""","""Berlin ; Springer-Verlag, c1993.""","""Electronic books. | Conference proceedings.""",9783540480471,"""Lecture notes in computer science ; 730. 0302-9743""","""1 online resource (411 p.)""",1
