,_id,ltable_ID,rtable_ID,ltable_Title,ltable_Author,ltable_Publication,ltable_Format,ltable_ISBN,ltable_Series,ltable_Physical Details,rtable_Title,rtable_Author,rtable_Publication,rtable_Format,rtable_ISBN,rtable_Series,rtable_Physical Details
252,252,a2329,b716,"""Transactions on large-scale data- and knowledge-centered systems XXXIV : special issue on consistency and inconsistency in data-centric applications""","""Abdelkader Hameurlain, Josef Küng, Roland Wagner, Hendrik Decker (eds.)""","""Berlin, Germany : Springer, 2017.""","""Books""",9783662559475,"""Lecture notes in computer science ; 10620,""","""nan""","""Transactions on large-scale data- and knowledge-centered systems XXXIV : special issue on consistency and inconsistency in data-centric applications  ""","""Hameurlain, Abdelkader, | KÃ¼ng, Josef, | Wagner, Roland, | Decker, Hendrik,""","""Berlin, Germany""","""Electronic books.""",9783662559475,"""Lecture notes in computer science ; 10620. 0302-9743""","""1 online resource (ix, 185 pages)"""
253,253,a4969,b716,"""Transactions on large-scale data- and knowledge-centered systems XXXI special issue on data and security engineering""","""Abdelkader Hameurlain, Josef Küng, Roland Wagner, Tran Khanh Dang, Nam Thoai (eds.)""","""Berlin, Germany : Springer, 2017.""","""Books""",9783662541739,"""Lecture notes in computer science ; 10140,""","""nan""","""Transactions on large-scale data- and knowledge-centered systems XXXIV : special issue on consistency and inconsistency in data-centric applications  ""","""Hameurlain, Abdelkader, | KÃ¼ng, Josef, | Wagner, Roland, | Decker, Hendrik,""","""Berlin, Germany""","""Electronic books.""",9783662559475,"""Lecture notes in computer science ; 10620. 0302-9743""","""1 online resource (ix, 185 pages)"""
254,254,a257,b716,"""Transactions on large-scale data- and knowledge-centered systems XXXV""","""Abdelkader Hameurlain, Josef Küng, Roland Wagner, Sherif Sakr, Imran Razzak, Alshammari Riyad (eds.)""","""Berlin, Germany : Springer, 2017.""","""Books""",9783662561218,"""Lecture notes in computer science ; 10680,""","""nan""","""Transactions on large-scale data- and knowledge-centered systems XXXIV : special issue on consistency and inconsistency in data-centric applications  ""","""Hameurlain, Abdelkader, | KÃ¼ng, Josef, | Wagner, Roland, | Decker, Hendrik,""","""Berlin, Germany""","""Electronic books.""",9783662559475,"""Lecture notes in computer science ; 10620. 0302-9743""","""1 online resource (ix, 185 pages)"""
255,255,a5399,b716,"""Transactions on large-scale data- and knowledge-centered systems III : special issue on data and knowledge management in grid and P2P systems""","""Abdelkader Hameurlain, Josef Küng, Roland Wagner (eds.)""","""Heidelberg ; New York : Springer, [2011] ©2011""","""Books""",9783642230745,"""Lecture notes in computer science ; 6790,Lecture notes in computer science. Journal subline,""","""nan""","""Transactions on large-scale data- and knowledge-centered systems XXXIV : special issue on consistency and inconsistency in data-centric applications  ""","""Hameurlain, Abdelkader, | KÃ¼ng, Josef, | Wagner, Roland, | Decker, Hendrik,""","""Berlin, Germany""","""Electronic books.""",9783662559475,"""Lecture notes in computer science ; 10620. 0302-9743""","""1 online resource (ix, 185 pages)"""
256,256,a5426,b716,"""Transactions on large-scale data- and knowledge-centered systems XVII : selected papers from DaWaK 2013""","""Abdelkader Hameurlain, Josef Küng, Roland Wagner, Ladjel Bellatreche, Mukesh Mohania (eds.)""","""Heidelberg : Springer, [2015] ©2015""","""Books""",9783662463352,"""Lecture notes in computer science ; 8970,Transactions on large-scale data- and knowledge-centered systems ; 17,""","""nan""","""Transactions on large-scale data- and knowledge-centered systems XXXIV : special issue on consistency and inconsistency in data-centric applications  ""","""Hameurlain, Abdelkader, | KÃ¼ng, Josef, | Wagner, Roland, | Decker, Hendrik,""","""Berlin, Germany""","""Electronic books.""",9783662559475,"""Lecture notes in computer science ; 10620. 0302-9743""","""1 online resource (ix, 185 pages)"""
258,258,a3403,b716,"""Transactions on large-scale data- and knowledge-centered systems XXVI : special issue on data warehousing and knowledge discovery""","""edited by Abdelkader Hameurlain, Josef Küng, Roland Wagner, Ladjel Bellatreche, Mukesh Mohania (eds.)""","""Berlin : Springer, 2016.""","""Books""",9783662497845,"""Lecture notes in computer science ; 9670,""","""nan""","""Transactions on large-scale data- and knowledge-centered systems XXXIV : special issue on consistency and inconsistency in data-centric applications  ""","""Hameurlain, Abdelkader, | KÃ¼ng, Josef, | Wagner, Roland, | Decker, Hendrik,""","""Berlin, Germany""","""Electronic books.""",9783662559475,"""Lecture notes in computer science ; 10620. 0302-9743""","""1 online resource (ix, 185 pages)"""
259,259,a3517,b716,"""Transactions on large-scale data- and knowledge centered systems VII""","""Abdelkader Hameurlain, Josef Küng, Roland Wagner (eds.)""","""Berlin : Springer, 2012.""","""Books""",9783642353321,"""Lecture notes in computer science ; 7720,""","""nan""","""Transactions on large-scale data- and knowledge-centered systems XXXIV : special issue on consistency and inconsistency in data-centric applications  ""","""Hameurlain, Abdelkader, | KÃ¼ng, Josef, | Wagner, Roland, | Decker, Hendrik,""","""Berlin, Germany""","""Electronic books.""",9783662559475,"""Lecture notes in computer science ; 10620. 0302-9743""","""1 online resource (ix, 185 pages)"""
262,262,a2349,b716,"""Transactions on large-scale data- and knowledge -centered systems XXX : special issue on cloud computing""","""Abdelkader Hameurlain, Josef Küng, Roland Wagner, Klaus-Dieter Schewe, Karoly Bosa (eds.)""","""Berlin : Springer, 2016. Berlin : Springer, 2016.""","""Books""",9783662540541,"""Lecture notes in computer science ; 10130,""","""nan""","""Transactions on large-scale data- and knowledge-centered systems XXXIV : special issue on consistency and inconsistency in data-centric applications  ""","""Hameurlain, Abdelkader, | KÃ¼ng, Josef, | Wagner, Roland, | Decker, Hendrik,""","""Berlin, Germany""","""Electronic books.""",9783662559475,"""Lecture notes in computer science ; 10620. 0302-9743""","""1 online resource (ix, 185 pages)"""
263,263,a5342,b716,"""Data management in grid and peer-to-peer systems : 4th international conference, Globe 2011, Toulouse, France, September 1-2, 2011 : proceedings""","""Abdelkader Hameurlain, A Min Tjoa (eds.)""","""Heidelberg ; New York : Springer, [2011] ©2011""","""Books""",9783642229473,"""Lecture notes in computer science ; 6864,LNCS sublibrary. Information systems and applications, incl. Internet/Web, and HCI,""","""nan""","""Transactions on large-scale data- and knowledge-centered systems XXXIV : special issue on consistency and inconsistency in data-centric applications  ""","""Hameurlain, Abdelkader, | KÃ¼ng, Josef, | Wagner, Roland, | Decker, Hendrik,""","""Berlin, Germany""","""Electronic books.""",9783662559475,"""Lecture notes in computer science ; 10620. 0302-9743""","""1 online resource (ix, 185 pages)"""
264,264,a996,b716,"""Transactions on large-scale data- and knowledge-centered systems XV : selected papers from ADBIS 2013 satellite events""","""Abdelkader Hameurlain ... [and more] (eds.)""","""Berlin : Springer, 2014.""","""Books""",9783662457610,"""Lecture notes in computer science ; 8920,""","""nan""","""Transactions on large-scale data- and knowledge-centered systems XXXIV : special issue on consistency and inconsistency in data-centric applications  ""","""Hameurlain, Abdelkader, | KÃ¼ng, Josef, | Wagner, Roland, | Decker, Hendrik,""","""Berlin, Germany""","""Electronic books.""",9783662559475,"""Lecture notes in computer science ; 10620. 0302-9743""","""1 online resource (ix, 185 pages)"""
265,265,a4253,b716,"""Transactions on large-scale data- and knowledge-centered systems XVI : selected papers from ACOMP 2013""","""Abdelkader Hameurlain [and 4 more] (eds.)""","""Berlin : Springer, 2014.""","""Books""",9783662459478,"""Lecture notes in computer science ; 8960,""","""nan""","""Transactions on large-scale data- and knowledge-centered systems XXXIV : special issue on consistency and inconsistency in data-centric applications  ""","""Hameurlain, Abdelkader, | KÃ¼ng, Josef, | Wagner, Roland, | Decker, Hendrik,""","""Berlin, Germany""","""Electronic books.""",9783662559475,"""Lecture notes in computer science ; 10620. 0302-9743""","""1 online resource (ix, 185 pages)"""
266,266,a1876,b716,"""Data management in grid and peer-to-peer systems : second international conference, Globe 2009, Linz, Austria, September 1-2, 2009 : proceedings""","""Abdelkader Hameurlain, A Min Tjoa (eds.)""","""Berlin ; New York : Springer, [2009] ©2009""","""Books""",9783642037153,"""Lecture notes in computer science ; 5697,LNCS sublibrary. Information systems and applications, incl. Internet/Web, and HCI,""","""nan""","""Transactions on large-scale data- and knowledge-centered systems XXXIV : special issue on consistency and inconsistency in data-centric applications  ""","""Hameurlain, Abdelkader, | KÃ¼ng, Josef, | Wagner, Roland, | Decker, Hendrik,""","""Berlin, Germany""","""Electronic books.""",9783662559475,"""Lecture notes in computer science ; 10620. 0302-9743""","""1 online resource (ix, 185 pages)"""
267,267,a2372,b716,"""Data management in grid and peer-to-peer systems : third international conference, Globe 2010, Bilbao, Spain, September 1-2, 2010 : proceedings""","""Abdelkader Hameurlain, Franck Morvan, A Min Tjoa (eds.)""","""Berlin ; New York : Springer, [2010] ©2010""","""Books""",9783642151088,"""Lecture notes in computer science ; 6265,LNCS sublibrary. Information systems and applications, incl. Internet/Web, and HCI,""","""nan""","""Transactions on large-scale data- and knowledge-centered systems XXXIV : special issue on consistency and inconsistency in data-centric applications  ""","""Hameurlain, Abdelkader, | KÃ¼ng, Josef, | Wagner, Roland, | Decker, Hendrik,""","""Berlin, Germany""","""Electronic books.""",9783662559475,"""Lecture notes in computer science ; 10620. 0302-9743""","""1 online resource (ix, 185 pages)"""
269,269,a2003,b526,"""The NORC general social survey : a user's guide""","""James A. Davis, Tom W. Smith""","""Newbury Park, Calif. : Sage Publications, [1992] ©1992""","""Books""",9780803943674,"""Guides to major social science data bases. 1,""","""nan""","""The NORC General Social Survey : a User's Guide. ""","""Davis, James A.""","""Thousand Oaks""","""nan""",9781452253374,"""Guides to major social science data bases.""","""1 online resource (107 pages)."""
271,271,a4290,b451,"""Statistical computing with R""","""Maria L. Rizzo""","""Boca Raton : Chapman & Hall/CRC, [2008] ©2008""","""Books""",9781584885450,"""Series in computer science and data analysis,""","""nan""","""Statistical computing with R  ""","""Rizzo, Maria L.""","""Boca Raton, FL""","""Electronic books.""",9781420010718,"""Series in computer science and data analysis.""","""1 online resource"""
273,273,a2807,b4588,"""Master data management in practice achieving true customer MDM""","""Dalton Cervo, Mark Allen""","""Hoboken, NJ : Wiley, ©2011.""","""Books""",9781118269053,"""Wiley corporate F & A ; 559,""","""nan""","""Master data management in practice : achieving true customer MDM  ""","""Cervo, Dalton, 1967-""","""Hoboken, NJ""","""Electronic books.""",9781118269053,"""Wiley corporate F & A ; 559.""","""1 online resource (xxiii, 247 pages)"""
275,275,a98,b1421,"""ITiCSE 2001 : proceedings of the 6th Annual SIGCSE Conference on Innovation and Technology in Computer Science Education, June 25-27, 2001, Canterbury, UK""","""conference co-chair, Sally Fincher ; conference co-chair, Bruce Klein ; program co-chair, Fintan Culwin ; program co-chair, Mike McCracken ; proceedings editor and ACM coordinator, David Finkel""","""New York : Association for Computing Machinery, [2001] ©2001""","""Books""",9781581133301,"""SIGCSE bulletin. v. 33, no. 3,""","""nan""","""Advances in computer science and information engineering. Volume 2 ""","""Jin, David. | Lin, Sally.""","""Berlin ; Springer, Â©2012.""","""Electronic books. | Conference papers and proceedings.""",9783642302237,"""Advances in intelligent and soft computing ; 169.""","""1 online resource (xix, 720 pages)."""
276,276,a128,b4347,"""Big data computing and communications : second International Conference, BigCom 2016, Shenyang, China, July 29-31, 2016, Proceedings""","""Yu Wang, Ge Yu, Yanyong Zhang, Zhui Han, Guoren Wang (eds.)""","""Cham : Springer, 2016.""","""Books""",9783319425535,"""Lecture notes in computer science ; 9784,LNCS sublibrary. Information systems and applications, incl. Internet/Web, and HCI,""","""nan""","""Social computing : second International Conference of Young Computer Scientists, Engineers and Educators, ICYCSEE 2016, Harbin, China, August 20-22, 2016, Proceedings. Part II  ""","""Che, Wanxiang, | Han, Qilong, | Wang, Hongzhi, | Jing, Weipeng | Peng, Shaoliang, | Lin, Junyu, | Sun, Guanglu, | Song, Xianhua, | Song, Hongtao, | Lu, Zeguang,""","""Singapore""","""Electronic books. | Conference papers and proceedings.""",9789811020988,"""Communications in computer and information science ; 624. 1865-0929""","""1 online resource (xxiii, 238 pages)"""
