,_id,ltable_ID_x,rtable_ID_x,ltable_Title,ltable_Author,ltable_Publication,ltable_Format,ltable_ISBN,ltable_Series,ltable_Physical Details,rtable_Title,rtable_Author,rtable_Publication,rtable_Format,rtable_ISBN,rtable_Series,rtable_Physical Details
147,836,a4795,b226,"""Data integration in the life sciences : 9th International Conference, DILS 2013, Montreal, QC, Canada, July 11-12, 2013, proceedings""","""Christopher J. O. Baker, Greg Butler, Igor Jurisica ... [and others] (eds.)""","""Berlin ; New York : Springer, [2013] ©2013""","""Books""",9783642394379,"""Lecture notes in computer science. Lecture notes in bioinformatics ; 7970,LNCS sublibrary. Bioinformatics,Lecture notes in computer science. Lecture notes in bioinformatics,LNCS sublibrary. Bioinformatics,""","""nan""","""Data integration in the life sciences : 9th International Conference, DILS 2013, Montreal, QC, Canada, July 11-12, 2013 : proceedings  ""","""Baker, Christopher J. O. | Butler, G. | Jurisica, Igor.""","""Berlin""","""Electronic books.""",9783642394379,"""Lecture notes in computer science ; 7970. 1611-3349 Lecture notes in computer science. Lecture notes in bioinformatics. LNCS sublibrary. SL 8, Bioinformatics.""","""1 online resource (x, 140 pages)"""
148,847,a1578,b227,"""Data integration in the life sciences : 7th international conference, DILS 2010, Gothenburg, Sweden, August 25-27, 2010 : proceedings""","""Patrick Lambrix, Graham Kemp (eds.)""","""Berlin ; New York : Springer, 2010.""","""Books""",9783642151200,"""Lecture notes in computer science ; 6254,Lecture notes in computer science. Lecture notes in bioinformatics,LNCS sublibrary. Bioinformatics,Lecture notes in computer science. Lecture notes in bioinformatics,LNCS sublibrary. Bioinformatics,""","""nan""","""Data integration in the life sciences : 7th international conference, DILS 2010, Gothenburg, Sweden, August 25-27, 2010 : proceedings  ""","""Lambrix, Patrick. | Kemp, Graham""","""Berlin""","""Electronic books. | Conference papers and proceedings.""",9783642151200,"""Lecture notes in computer science ; 6254. Lecture notes in computer science. Lecture notes in bioinformatics. LNCS sublibrary. SL 8, Bioinformatics.""","""1 online resource (x, 214 p.)"""
149,848,a5595,b229,"""Data mining techniques for the life sciences""","""edited by Oliviero Carugo, Frank Eisenhaber""","""New York, N.Y. : Humana Press, [2010] ©2010""","""Books""",9781603272407,"""Springer protocols (Series),Methods in molecular biology (Clifton, N.J.) ; v. 609,""","""nan""","""Data mining techniques for the life sciences  ""","""Carugo, Oliviero, | Eisenhaber, Frank,""","""New York, NY""","""Electronic books.""",9781493935727,"""Methods in molecular biology (Clifton, N.J.) ; 1415. 1064-3745""","""1 online resource (xiii, 552 pages)"""
150,855,a63,b233,"""Data integration in the life sciences : 8th International Conference, DILS 2012, College Park, MD, USA, June 28-29, 2012. Proceedings""","""Olivier Bodenreider, Bastien Rance (eds.)""","""Berlin ; New York : Springer, [2012] ©2012""","""Books""",9783642310409,"""Lecture notes in computer science. Lecture notes in bioinformatics,Lecture notes in computer science ; 7348,LNCS sublibrary. Bioinformatics,Lecture notes in computer science. Lecture notes in bioinformatics,LNCS sublibrary. Bioinformatics,""","""nan""","""Data integration in the life sciences : 8th International Conference, DILS 2012, College Park, MD, USA, June 28-29, 2012. Proceedings  ""","""Bodenreider, Olivier. | Rance, Bastien.""","""Berlin ; Springer, Â©2012.""","""Electronic books.""",9783642310409,"""Lecture notes in computer science ; 7348. 1611-3349 Lecture notes in computer science. Lecture notes in bioinformatics. LNCS sublibrary. SL 8, Bioinformatics.""","""1 online resource (x, 112 pages)"""
151,863,a158,b239,"""Life science data mining""","""editors, Stephen Wong, Chung-Sheng Li""","""Singapore ; Hackensack, NJ : World Scientific, [2006] ©2006""","""Books""",9789812700643,"""Science, engineering, and biology informatics ; v. 2,""","""nan""","""Life science data mining  ""","""Wong, Stephen T. C. | Li, Chung-Sheng,""","""Singapore ; World Scientific, c2006.""","""nan""",981270065,"""Science, engineering, and biology informatics ; v. 2""","""xviii, 370 p."""
152,874,a1669,b240,"""Big data in cognitive science""","""edited by Michael N. Jones""","""New York ; London : Routledge, 2017. ©2017""","""Books""",9781138791923,"""Frontiers of cognitive psychology,""","""nan""","""Big data in cognitive science  ""","""Jones, Michael N.,""","""New York, NY""","""nan""",9781138791923,"""Frontiers of cognitive psychology.""","""viii, 373 pages ; 23 cm."""
153,879,a2887,b242,"""Geospatial data in a changing world : selected papers of the 19th AGILE Conference on Geographic Information Science""","""Tapani Sarjakoski, Maribel Yasmina Santos, L. Tiina Sarjakoski, editors""","""Switzerland : Springer, 2016.""","""Books""",9783319337838,"""Lecture notes in geoinformation and cartography,""","""nan""","""Geospatial data in a changing world : selected papers of the 19th AGILE Conference on Geographic Information Science  ""","""Sarjakoski, Tapani, | Santos, Maribel Yasmina, | Sarjakoski, L. Tiina,""","""Switzerland""","""Electronic books. | Conference papers and proceedings.""",9783319337838,"""Lecture notes in geoinformation and cartography.""","""1 online resource (xiii, 415 pages)"""
154,882,a4030,b243,"""Linked data and knowledge graph : 7th Chinese Semantic Web Symposium and 2nd Chinese Web Science Conference, CSWS 2013, Shanghai, China, August 12-16, 2013, revised selected papers""","""Guilin Qi, Jie Tang, Jianfeng Du, Jeff Z. Pan, Yong Yu (eds.)""","""Berlin, Heidelberg : Springer Berlin Heidelberg : Imprint: Springer, 2013. ©2013""","""Books""",9783642540257,"""Communications in computer and information science ; 406,""","""nan""","""Linked data and knowledge graph : 7th Chinese Semantic Web Symposium and 2nd Chinese Web Science Conference, CSWS 2013, Shanghai, China, August 12-16, 2013, revised selected...""","""Qi, Guilin, | Tang, Jie | Du, Jianfeng, | Pan, Jeff Z., | Yu, Yong,""","""Berlin""","""Electronic books. | Conference papers and proceedings.""",9783642540257,"""Communications in computer and information science ; 406. 1865-0929""","""1 online resource (x, 247 pages)"""
155,889,a2008,b245,"""Data mining for the social sciences : an introduction""","""Paul Attewell and David B. Monaghan""","""Oakland, California : University of California Press, 2015. ©2015""","""Books""",9780520960596,"""nan""","""nan""","""Data mining for the social sciences : an introduction  ""","""Attewell, Paul A., 1949-""","""Oakland, California""","""nan""",9780520280977,"""nan""","""xi, 252 pages cm"""
156,890,a2321,b245,"""Data mining for the social sciences : an introduction""","""Paul Attewell and David B. Monaghan ; with Darren Kwong""","""Oakland, California : University of California Press, [2015]""","""Books""",9780520280977,"""nan""","""nan""","""Data mining for the social sciences : an introduction  ""","""Attewell, Paul A., 1949-""","""Oakland, California""","""nan""",9780520280977,"""nan""","""xi, 252 pages cm"""
157,895,a5595,b247,"""Data mining techniques for the life sciences""","""edited by Oliviero Carugo, Frank Eisenhaber""","""New York, N.Y. : Humana Press, [2010] ©2010""","""Books""",9781603272407,"""Springer protocols (Series),Methods in molecular biology (Clifton, N.J.) ; v. 609,""","""nan""","""Data mining techniques for the life sciences  ""","""Carugo, Oliviero. | Eisenhaber, Frank.""","""New York, N.Y.""","""nan""",9781603272407,"""Springer protocols (Series) Methods in molecular biology (Clifton, N.J.) ; v. 609. 1064-3745""","""xii, 407 pages"""
158,896,a3761,b250,"""Agent-Based Models and Complexity Science in the Age of Geospatial Big Data Selected Papers from a workshop on Agent-Based Models and Complexity Science (GIScience 2016)""","""Liliana Perez, Eun-Kyeong Kim, Raja Sengupta, editors""","""Cham : Springer, c2018.""","""Books""",9783319659930,"""Advances in geographic information science,""","""nan""","""Agent-Based Models and Complexity Science in the Age of Geospatial Big Data : Selected Papers from a workshop on Agent-Based Models and Complexity Science (GIScience 2016)  ""","""Perez, Liliana. | Kim, Eun-Kyeong. | Sengupta, Raja.""","""Cham""","""Electronic books.""",9783319659930,"""Advances in geographic information science.""","""1 online resource (111 p.)."""
159,897,a1351,b254,"""Informatics for materials science and engineering data-driven discovery for accelerated experimentation and application""","""edited by Krishna Rajan""","""1st ed. Oxford : Butterworth-Heinemann, 2013.""","""Books""",9780123946140,"""nan""","""nan""","""Informatics for materials science and engineering : data-driven discovery for accelerated experimentation and application  ""","""Rajan, Krishna,""","""Amsterdam""","""Electronic books.""",9780123946140,"""nan""","""1 online resource (xv, 525 pages)"""
160,1801,a4784,b266,"""Data analysis and statistics for geography, environmental science, and engineering""","""Miguel F. Acevedo""","""Boca Raton : CRC Press, [2013] ©2013""","""Books""",9781439885017,"""nan""","""nan""","""Data analysis and statistics for geography, environmental science, and engineering  ""","""Acevedo, Miguel F.""","""Boca Raton""","""nan""",9781439885017,"""nan""","""xxi, 535 p."""
161,1802,a4784,b267,"""Data analysis and statistics for geography, environmental science, and engineering""","""Miguel F. Acevedo""","""Boca Raton : CRC Press, [2013] ©2013""","""Books""",9781439885017,"""nan""","""nan""","""Data analysis and statistics for geography, enviromental science, and engineering  ""","""Acevedo, Miguel F.""","""Boca Raton, FL""","""Electronic books.""",9781466592216,"""nan""","""1 online resource (xxi, 523 pages)"""
162,1804,a2110,b269,"""Health web science : social media data for healthcare""","""Kerstin Denecke""","""Cham : Springer, 2015.""","""Books""",9783319205823,"""Health information science,""","""nan""","""Health web science : social media data for healthcare  ""","""Denecke, Kerstin""","""Cham""","""Electronic books.""",9783319205823,"""Health information science.""","""1 online resource (168 pages)"""
