ID,Title,Author,Publication,Format,ISBN,Series,Physical Details
b5104,"""Research data management services ""","""Fearon, David, Jr.""","""Washington, DC""","""nan""",9781594079023,"""SPEC kit ; 334.""","""1 online resource (220 pages)"""
b6877,"""Fifty Years of Regional Science ""","""Florax, Raymond J. G. M.""","""Berlin, Heidelberg""","""Electronic books.""",9783662072233,"""Advances in spatial science.""","""1 online resource (viii, 400 pages)."""
b53,"""Data science, classification, and related methods : proceedings of the fifth Conference of the International Federation of Classification Societies (IFCS-96), Kobe, Japan, March...""","""Hayashi, Chikio,""","""Tokyo ; Springer, Â©1998.""","""Electronic books. | Conference papers and proceedings.""",9784431659501,"""Studies in classification, data analysis, and knowledge organization.""","""1 online resource (xv, 780 pages)"""
b2063,"""Future information communication technology and applications : ICFICE 2013  ""","""Jung, Hoe-Kyung.""","""Dordrecht ; Springer, Â©2013.""","""Electronic books. | Conference proceedings.""",9789400765160,"""Lecture notes in electrical engineering ; v.235.""","""1 online resource."""
b2347,"""Advances in cryptology -- ASIACRYPT 2017 : 23rd International Conference on the Theory and Applications of Cryptology and Information Security, Hong Kong, China, December 3-7,...""","""Takagi, Tsuyoshi | Peyrin, Thomas,""","""Cham, Switzerland""","""Electronic books.""",9783319707006,"""Lecture notes in computer science ; 10626. 0302-9743 LNCS sublibrary. SL 4, Security and cryptology.""","""1 online resource (xviii, 473 pages)"""
b6683,"""The ALA guide to researching modern China  ""","""Ye, Yunshan.""","""Chicago""","""Bibliography.""",9780838912096,"""nan""","""xxvi, 218 pages ; 23 cm"""
b3056,"""Transactions on large-scale data- and knowledge-centered systems XVI : selected papers from ACOMP 2013  ""","""Hameurlain, Abdelkader,""","""Berlin""","""Electronic books.""",9783662459478,"""Lecture notes in computer science ; 8960.""","""1 online resource (viii, 103 pages)."""
b1794,"""The enduring book : print culture in postwar America  ""","""Nord, David Paul. | Rubin, Joan Shelley, | Schudson, Michael.""","""Chapel Hill""","""nan""",9780807832851,"""History of the book in America ; 5.""","""xvi, 618 p."""
b1346,"""Electronic government : 11th IFIP WG 8.5 International Conference, EGOV 2012, Kristiansand, Norway, September 3-6, 2012. Proceedings  ""","""Scholl, Jochen.""","""Berlin ; Springer, Â©2012.""","""Electronic books. | Conference papers and proceedings.""",9783642334894,"""Lecture notes in computer science ; 7443. LNCS sublibrary. SL 3, Information systems and applications, incl. Internet/Web, and HCI.""","""1 online resource."""
b5346,"""Ask, measure, learn : using social media analytics to understand and influence customer behavior  ""","""Finger, Lutz""","""Sebastopol""","""Electronic books.""",9781449336844,"""nan""","""1 online resource"""
b1099,"""Modern accelerator technologies for geographic information science  ""","""Shi, Xuan, | Kindratenko, Volodymyr, | Yang, Chaowei,""","""New York""","""Electronic books.""",9781461487456,"""nan""","""1 online resource (vii, 251 pages)"""
b1326,"""Function estimates : proceedings of a conference held July 28-August 3, 1985  ""","""Marron, James Stephen,""","""Providence, R.I.""","""Electronic books. | Conference papers and proceedings.""",9780821854037,"""Contemporary mathematics (American Mathematical Society) ; v. 59.""","""1 online resource (ix, 178 pages)"""
b5635,"""Advances in conceptual modeling : ER 2015 Workshops, AHA, CMS, EMoV, MoBiD, MORE-BI, MReBA, QMMQ, and SCME Stockholm, Sweden, October 19-22, 2015, Proceedings  ""","""Jeusfeld, Manfred A. | Karlapalem, Kamalakar.""","""Cham""","""Electronic books.""",9783319257471,"""Lecture notes in computer science ; 9382. 0302-9743 LNCS sublibrary. SL 3, Information systems and applications, incl. Internet/Web, and HCI.""","""1 online resource (xviii, 360 p.)"""
b1437,"""Analysis of urban growth and sprawl from remote sensing data ""","""Bhatta, B. (Basudeb)""","""Heidelberg ; Springer, Â©2010.""","""Electronic books.""",9783642052996,"""Advances in geographic information science.""","""1 online resource (xx, 172 pages)"""
b6105,"""Managing time in relational databases : how to design, update and query temporal data  ""","""Johnston, Tom, 1944-""","""Amsterdam ; Elsevier/Morgan Kaufmann, c2010.""","""Electronic books.""",9780080963372,"""nan""","""1 online resource (xxiii, 478 p.)"""
b3431,"""Principles of security and trust : 6th International Conference, POST 2017, held as part of the European Joint Conferences on Theory and Practice of Software, ETAPS 2017,...""","""Maffei, Matteo. | Ryan, Mark.""","""Berlin""","""Electronic books.""",9783662544556,"""Lecture notes in computer science ; 10204. Lecture notes in computer science. Advanced research in computing and software science. LNCS sublibrary. SL 4, Security and cryptology.""","""1 online resource."""
b1146,"""Game analytics : maximizing the value of player data  ""","""El-Nasr, Magy Seif. | Drachen, Anders. | Canossa, Alessandro.""","""London ; Springer, c2013.""","""Electronic books.""",9781447147695,"""nan""","""1 online resource"""
b3277,"""Graph-theoretic concepts in computer science : 42nd International Workshop, WG 2016, Istanbul, Turkey, June 22-24, 2016, Revised selected papers  ""","""Heggernes, Pinar,""","""Berlin, Germany""","""Electronic books. | Conference papers and proceedings.""",9783662535363,"""Lecture notes in computer science ; 9941. 0302-9743 Lecture notes in computer science. Advanced research in computing and software science. LNCS sublibrary. SL 1, Theoretical computer science and general issues.""","""1 online resource (x, 307 pages)"""
b5627,"""Advances in Cryptology -- EUROCRYPT '89 : Workshop on the Theory and Application of Cryptographic Techniques Houthalen, Belgium, April 10-13, 1989 Proceedings  ""","""Quisquater, Jean-Jacques.""","""Berlin, Heidelberg""","""Electronic books.""",9783540468851,"""Lecture notes in computer science ; 434. 0302-9743""","""1 online resource"""
b6870,"""Colliding worlds : how cutting-edge science is redefining contemporary art  ""","""Miller, Arthur I.""","""New York, NY""","""nan""",9780393083361,"""nan""","""xxii, 424 pages"""
b1988,"""Medical image computing and computer-assisted intervention--MICCAI 2012. Part III : 15th International Conference, Nice, France, October 1-5, 2012, Proceedings  ""","""Ayache, Nicholas.""","""Berlin ; Springer, Â©2012.""","""Electronic books. | Conference papers and proceedings.""",9783642334542,"""Lecture notes in computer science ; 7512. LNCS sublibrary. SL 6, Image processing, computer vision, pattern recognition, and graphics.""","""1 online resource (xxxiv, 657 pages)"""
b3789,"""Similarity search and applications : 8th International Conference, SISAP 2015, Glasgow, UK, October 12-14, 2015, Proceedings. ""","""Amato, Giuseppe, | Connor, Richard, | Falchi, Fabrizio, | Gennaro, Claudio,""","""Cham""","""Electronic books. | Conference papers and proceedings.""",9783319250878,"""Lecture notes in computer science ; 9371. LNCS sublibrary. SL 3, Information systems and applications, incl. Internet/Web, and HCI.""","""1 online resource."""
b4239,"""Next generation SSH2 implementation : securing data in motion  ""","""Liu, Dale.""","""Burlington, MA""","""nan""",9781597492836,"""nan""","""xxi, 312 p."""
b785,"""Background calibration of time-interleaved data converters ""","""El-Chammas, Manar Ibrahim.""","""New York, NY""","""Electronic books.""",9781461415114,"""Kluwer international series in engineering and computer science. Analog circuits and signal processing.""","""1 online resource (xix, 123 pages)."""
b2108,"""Computer vision-- ECCV 2012 : 12th European Conference on Computer Vision, Florence, Italy, October 7-13, 2012, Proceedings. Part IV  ""","""Fitzgibbon, A. W.""","""Berlin ; Springer, Â©2012.""","""Electronic books. | Conference papers and proceedings.""",9783642337659,"""Lecture notes in computer science ; 7575. LNCS sublibrary. SL 6, Image processing, computer vision, pattern recognition, and graphics.""","""1 online resource"""
b5119,"""Computer Security -- ESORICS 94 : Third European Symposium on Research in Computer Security Brighton, United Kingdom, November 7-9, 1994 Proceedings  ""","""Gollmann, Dieter.""","""Berlin, Heidelberg""","""Electronic books.""",9783540490340,"""Lecture notes in computer science ; 875. 0302-9743""","""1 online resource"""
b4919,"""Geometric approximation algorithms  ""","""Har-Peled, Sariel, 1971-""","""Providence, R.I.""","""nan""",9780821849118,"""Mathematical surveys and monographs ; no. 173.""","""xii, 362 p."""
b140,"""Soft computing in data science : first international conference, SCDS 2015, Putrajaya, Malaysia, September 2-3, 2015, Proceedings  ""","""Berry, Michael W., | Mohamed, Azlinah Hj., | Wah, Yap Bee,""","""Singapore""","""Electronic books.""",9789812879363,"""Communications in computer and information science ; 545. 1865-0929""","""1 online resource (xi, 270 pages)"""
b1116,"""Mechanism and causality in biology and economics ""","""Chao, Hsiang-Ke. | Chen, Szu-Ting. | Millstein, Roberta L.""","""Dordrecht ; Springer, 2013.""","""Electronic books.""",9789400724549,"""History, philosophy and theory of the life sciences (Springer (Firm)) ; v.3.""","""1 online resource."""
b4518,"""The Medical Library Association guide to data management for librarians  ""","""Federer, Lisa,""","""Lanham""","""Electronic books.""",9781442264281,"""Medical Library Association books.""","""1 online resource."""
b3504,"""Process Algebra with Timing ""","""Baeten, J. C. M.""","""Berlin, Heidelberg""","""Electronic books.""",9783662049952,"""Monographs in Theoretical Computer Science. An EATCS Series""","""1 online resource (xix, 290 p.)."""
b1685,"""Theory and practice of digital libraries : second International Conference, TPDL 2012, Paphos, Cyprus, September 23-27, 2012. Proceedings  ""","""Zaphiris, Panayiotis.""","""Berlin ; Springer, Â©2012.""","""Electronic books. | Conference papers and proceedings.""",9783642332906,"""Lecture notes in computer science ; 7489. LNCS sublibrary. SL 3, Information systems and applications, incl. Internet/Web, and HCI.""","""1 online resource."""
b4832,"""Metaheuristics in the service industry ""","""Geiger, Martin Josef.""","""Berlin ; Springer, Â©2009.""","""Electronic books.""",9783642009396,"""Lecture notes in economics and mathematical systems ; 624.""","""1 online resource (x, 171 pages)"""
b3171,"""EnvironmentalStats for S-PLUS : userÊ¼s manual for Version 2.0  ""","""Millard, Steven P.""","""New York""","""Electronic books.""",9781461300434,"""nan""","""1 online resource (xiii, 264 pages)"""
b4449,"""Dependable Computing for Critical Applications 2 ""","""Meyer, John F.""","""Vienna""","""Electronic books.""",9783709191989,"""Dependable computing and fault-tolerant systems ; 6.""","""1 online resource (xiii, 439 pages)"""
b6570,"""Digital preservation metadata for practitioners : implementing PREMIS  ""","""Dappert, Angela, | Guenther, Rebecca, | Peyrard, SÃ©bastien,""","""Cham, Switzerland""","""Electronic books.""",9783319437637,"""nan""","""1 online resource (266 pages)"""
b1029,"""Bioinformatics for personalized medicine : 10th Spanish Symposium, JBI 2010, Torremolinos, Spain, October 27-29, 2010. Revised selected papers  ""","""Freitas, Ana T. | Navarro, Arcadi.""","""Berlin ; Springer, Â©2012.""","""Electronic books. | Conference papers and proceedings.""",9783642280627,"""Lecture notes in computer science. Lecture notes in bioinformatics ; 6620. Lecture notes in computer science. LNCS sublibrary. SL 8, Bioinformatics.""","""1 online resource (xii, 120 pages)."""
b2547,"""Proceedings of the International Conference of Computational Methods in Sciences and Engineering 2003 (ICCMSE 2003) : Kastoria, Greece, September 12-16  ""","""Simos, T. E.""","""River Edge, N.J.""","""nan""",9812385959,"""nan""","""xxii, 694 p."""
b1856,"""Communications and information processing : International Conference, ICCIP 2012 Aveiro, Portugal, March 7-11, 2012 Revised selected papers. Part I  ""","""Zhao, Maotai. | Sha, Junpin.""","""Berlin ; Springer, Â©2012.""","""Electronic books. | Conference papers and proceedings.""",9783642319655,"""Communications in computer and information science ; 288.""","""1 online resource."""
b1206,"""Digital forensics and watermarking : 10th International Workshop, IWDW 2011, Atlantic City, NY, October 23-26, 2011, Revised selected papers  ""","""Shi, Yun Q. | Kim, Hyoung Joong, | PÃ©rez-GonzÃ¡lez, F.""","""Berlin ; Springer, Â©2012.""","""Electronic books. | Conference papers and proceedings.""",9783642322051,"""Lecture notes in computer science ; 7128. 1611-3349 LNCS sublibrary. SL 4, Security and cryptology.""","""1 online resource (xii, 512 pages)"""
b1135,"""Natural language processing and Chinese computing : second CCF Conference, NLPCC 2013, Chongqing, China, November 15-19, 2013, Proceedings  ""","""Zhou, Guodong,""","""Heidelberg""","""Electronic books. | Conference papers and proceedings.""",9783642416446,"""Communications in computer and information science ; 400. 1865-0929""","""1 online resource (xxiv, 450 pages)"""
b871,"""Computational intelligent data analysis for sustainable development  ""","""Yu, Ting, | Chawla, Nitesh V. | Simoff, Simeon J.,""","""Boca Raton""","""nan""",9781439895948,"""Chapman & Hall/CRC data mining and knowledge discovery series.""","""xviii, 414 pages, 8 pages of plates"""
