,_id,ltable_ID,rtable_ID,ltable_Title,ltable_Author,ltable_Publication,ltable_Format,ltable_ISBN,ltable_Series,ltable_Physical Details,rtable_Title,rtable_Author,rtable_Publication,rtable_Format,rtable_ISBN,rtable_Series,rtable_Physical Details,jaccard
5793,5793,a3312,b790,"""improving collection of indicators of criminal justice system involvement in population health data programs : proceedings of a workshop""","""jordyn white and esha sinha, rapporteurs ; committee on national statistics, division of behavioral and social sciences and education, the national academies of sciences, engineering, medicine.""","""washington, dc : the national academies press, [2017] ©2017.""","""books""",9780309453370,"""nan""","""nan""","""improving collection of indicators of criminal justice system involvement in population health data programs : proceedings of a workshop""","""white, jordyn, | sinha, esha,""","""washington, dc""","""nan""",9780309453370,"""nan""","""x, 90 pages""",1.0
5795,5795,a1441,b795,"""improving measurement of productivity in higher education : panel on measuring higher education productivity, conceptual framework and data needs""","""teresa a. sullivan [and three others], editors ; committee on national statistics, board on testing and assessment, division of behavioral and social sciences and education, national research council of the national academies""","""washington, district of columbia : the national academies press, [2012] ©2012""","""books""",9780309257756,"""nan""","""nan""","""improving measurement of productivity in higher education : panel on measuring higher education productivity, conceptual framework and data needs""","""sullivan, teresa a.,""","""washington, d.c.""","""nan""",9780309257749,"""nan""","""xv, 210 p. 23 cm.""",1.0
5796,5796,a4234,b795,"""improving measurement of productivity in higher education : panel on measuring higher education productivity, conceptual framework and data needs""","""teresa a. sullivan, christopher mackie, william f. massy, and esha sinha, editors""","""washington, d.c. : the national academies press, c2012.""","""books""",9780309257749,"""nan""","""nan""","""improving measurement of productivity in higher education : panel on measuring higher education productivity, conceptual framework and data needs""","""sullivan, teresa a.,""","""washington, d.c.""","""nan""",9780309257749,"""nan""","""xv, 210 p. 23 cm.""",1.0
5838,5838,a3279,b801,"""data warehousing and knowledge discovery : 11th international conference, dawak 2009, linz, austria, august 31-september 2, 2009 : proceedings""","""torben bach pedersen, mukesh k. mohania, a min tjoa (eds.)""","""berlin ; new york : springer, [2009] ©2009""","""books""",9783642037306,"""lecture notes in computer science ; 5691,lncs sublibrary. information systems and applications, incl. internet/web, and hci,""","""nan""","""data warehousing and knowledge discovery : 11th international conference, dawak 2009 linz, austria, august 31-september 2, 2009, proceedings""","""pedersen, torben bach. | mohania, mukesh. | tjoa, a. min.""","""berlin ; springer-verlag, â©2009.""","""electronic books. | conference papers and proceedings.""",9783642037306,"""lecture notes in computer science ; 5691.""","""1 online resource.""",1.0
5852,5852,a3396,b802,"""large-scale parallel data mining""","""mohammed j. zaki, ching-tien ho (eds.)""","""berlin ; new york : springer, [2000] ©2000""","""books""",9783540671947,"""lecture notes in computer science ; 1759,lecture notes in computer science. lecture notes in artificial intelligence,lncs sublibrary. artificial intelligence,""","""nan""","""large-scale parallel data mining""","""zaki, mohammed j., | ho, ching-tien.""","""berlin ; springer, c2000.""","""electronic books.""",9783540465027,"""lecture notes in computer science ; 1759. lecture notes in computer science. lecture notes in artificial intelligence.""","""1 online resource (viii, 260 p.)""",1.0
5854,5854,a5509,b810,"""principles of data mining and knowledge discovery : second european symposium, pkdd '98, nantes, france, september 23-26, 1998 : proceedings""","""jan m. żytkow, mohamed quafafou (eds.)""","""berlin ; new york : springer, [1998] ©1998""","""books""",9783540650683,"""lecture notes in computer science ; 1510,lecture notes in computer science. lectures notes in artificial intelligence,""","""nan""","""principles of data mining and knowledge discovery : second european symposium, pkdd '98, nantes, france, september 23-26, 1998 : proceedings""","""å»ytkow, jan m. | quafafou, mohamed.""","""berlin ; springer, c1998.""","""electronic books. | conference proceedings.""",9783540496878,"""lecture notes in computer science ; 1510. lecture notes in computer science. lecture notes in artificial intelligence.""","""1 online resource (xi, 482 p.)""",1.0
5881,5881,a5308,b813,"""data envelopment analysis : a handbook of empirical studies and applications""","""joe zhu, editor""","""new york : springer science + business media, [2016] ©2016""","""books""",9781489976840,"""international series in operations research & management science ; 238,""","""nan""","""data envelopment analysis : a handbook of empirical studies and applications""","""zhu, joe,""","""boston, ma""","""electronic books.""",9781489976840,"""international series in operations research & management science ; 238, 0884-8289""","""1 online resource (xiii, 587 pages)""",1.0
5884,5884,a5186,b819,"""ice ages and interglacials : measurements, interpretation and models""","""donald rapp""","""second edition. heidelberg ; new york : springer-verlag ; chichester, uk : praxis pub., [2012] ©2012""","""books""",9783642300295,"""springer-praxis books in environmental sciences,""","""nan""","""ice ages and interglacials : measurements, interpretation and models""","""rapp, donald, 1934-""","""berlin ; springer, â©2012.""","""electronic books.""",9783642300295,"""springer-praxis books in environmental sciences.""","""1 online resource (xxv, 404 pages)""",1.0
5888,5888,a635,b824,"""research and development in knowledge discovery and data mining : second pacific-asia conference, pakdd-98, melbourne, australia, april 15-17, 1998 : proceedings""","""xindong wu, ramamohanarao kotagiri, kevin b. korb (eds.)""","""berlin ; new york : springer, [1998] ©1998""","""books""",9783540643838,"""lecture notes in computer science ; 1394,lecture notes in computer science. lecture notes in artificial intelligence,lncs sublibrary. artificial intelligence,""","""nan""","""research and development in knowledge discovery and data mining : second pacific-asia conference, pakdd-98, melbourne, australia, april 15-17, 1998 : proceedings""","""wu, xindong. | ramamohanarao, kotagiri. | korb, kevin b.""","""berlin ; springer, 1998.""","""electronic books.""",9783540697688,"""lecture notes in computer science ; 1394. lecture notes in computer science. lecture notes in artificial intelligence.""","""1 online resource (xvi, 424 p.)""",1.0
5892,5892,a3595,b826,"""intelligent data engineering and automated learning--ideal 2000 : data mining, financial engineering, and intelligent agents : second international conference, shatin, n.t., hong kong, china, december 13-15, 2000 : proceedings""","""kwong sak leung, lai-wan chan, helen meng (eds.)""","""berlin ; new york : springer, [2000] ©2000""","""books""",9783540414506,"""lecture notes in computer science. 1983,""","""nan""","""intelligent data engineering and automated learning - ideal 2000 : data mining, financial engineering, and intelligent agents : second international conference, shatin, n.t.,...""","""leung, kwong sak, | chan, lai-wan. | meng, helen.""","""berlin ; springer, 2000.""","""electronic books. | conference proceedings.""",9783540444916,"""lecture notes in computer science ; 1983. 0302-9743""","""1 online resource (xvi, 573 pages)""",0.5714285714285714
5895,5895,a1796,b827,"""semantic web-based intelligent geospatial web services""","""peng yue""","""new york, ny : springer, 2013.""","""books""",9781461468097,"""springerbriefs in computer science,""","""nan""","""semantic web-based intelligent geospatial web services""","""yue, peng""","""new york, ny""","""electronic books.""",9781461468097,"""springerbriefs in computer science.""","""1 online resource (viii, 111 pages)""",1.0
5899,5899,a3177,b830,"""advances in knowledge discovery and data mining : 13th pacific-asia conference, pakdd 2009, bangkok, thailand, april 27-30, 2009 : proceedings""","""thanaruk theeramunkong ... [and others] (eds.)""","""berlin ; new york : springer, [2009] ©2009""","""books""",9783642013072,"""lecture notes in computer science ; 5476,lecture notes in computer science. lecture notes in artificial intelligence,lncs sublibrary. artificial intelligence,""","""nan""","""advances in knowledge discovery and data mining : 13th pacific-asia conference, pakdd 2009, bangkok, thailand, april 27-30, 2009 ; proceedings""","""theeramunkong, thanaruk.""","""berlin""","""electronic books. | conference papers and proceedings.""",9783642013072,"""lecture notes in computer science. lecture notes in artificial intelligence ; 5476.""","""1 online resource (xxiv, 1076 pages)""",0.95
5901,5901,a5669,b831,"""international assessment of research and development in simulation-based engineering and science""","""editor, sharon c. glotzer""","""london : imperial college press ; singapore ; hackensack, n.j. : distributed by world scientific publishing, c2011.""","""books""",9781848166981,"""nan""","""nan""","""international assessment of research and development in simulation-based engineering and science""","""glotzer, sharon c.""","""london""","""nan""",9781848166974,"""nan""","""xxiii, 287 pages""",1.0
5902,5902,a96,b833,"""transactions on large-scale data- and knowledge-centered systems xviii : special issue on database- and expert-systems applications""","""abdelkader hameurlain, josef küng, roland wagner, hendrik decker, lenka lhotska, sebastian link (eds.)""","""heidelberg : springer, 2015.""","""books""",9783662464854,"""lecture notes in computer science ; 8980,""","""nan""","""transactions on large-scale data- and knowledge-centered systems vi : special issue on database- and expert-systems applications""","""hameurlain, abdelkader.""","""berlin ; springer, â©2012.""","""electronic books.""",9783642341793,"""lecture notes in computer science ; 7600.""","""1 online resource.""",0.8666666666666667
5905,5905,a625,b833,"""transactions on large-scale data- and knowledge-centered systems x : special issue on database- and expert-systems applications""","""abdelkader hameurlain [and 5 more] (eds.)""","""berlin ; new york : springer, [2013] ©2013""","""books""",9783642412219,"""lecture notes in computer science ; 8220,""","""nan""","""transactions on large-scale data- and knowledge-centered systems vi : special issue on database- and expert-systems applications""","""hameurlain, abdelkader.""","""berlin ; springer, â©2012.""","""electronic books.""",9783642341793,"""lecture notes in computer science ; 7600.""","""1 online resource.""",0.8666666666666667
5922,5922,a3065,b833,"""transactions on large-scale data- and knowledge-centered systems xi : special issue on database- and expert-systems applications""","""abdelkader hameurlain [and 5 more] (eds.)""","""berlin : springer, c2013.""","""books""",9783642452697,"""lecture notes in computer science ; 8290,""","""nan""","""transactions on large-scale data- and knowledge-centered systems vi : special issue on database- and expert-systems applications""","""hameurlain, abdelkader.""","""berlin ; springer, â©2012.""","""electronic books.""",9783642341793,"""lecture notes in computer science ; 7600.""","""1 online resource.""",0.8666666666666667
