,ID,Title,Author,Publication,Format,ISBN,Series,Physical Details
1845,a1845,"""Performance evaluation and benchmarking : traditional -- Big data -- Interest of Things : 8th TPC Technology Conference, TPCTC 2016, New Delhi, India, September 5-9, 2016, Revised selected papers""","""Raghunath Nambiar, Meikel Poess (eds.)""","""Cham, Switzerland : Springer, 2017.""","""Books""",9783319543345,"""Lecture notes in computer science ; 10080,LNCS sublibrary. Programming and software engineering,""","""nan"""
1846,a1846,"""Becoming a behavioral science researcher : a guide to producing research that matters""","""Rex B. Kline""","""New York : Guilford Press, [2009] ©2009""","""Books""",9781593858384,"""nan""","""nan"""
1847,a1847,"""Earth science satellite applications : current and future prospects""","""Faisal Hossain, editor""","""Switzerland : Springer, 2016.""","""Books""",9783319334387,"""Springer remote sensing/photogrammetry,""","""nan"""
1848,a1848,"""Information sciences and systems 2015 : 30th International Symposium on Computer and Information Sciences (ISCIS 2015)""","""Omer H. Abdelrahman, Erol Gelenbe, Gokce Gorbil, Ricardo Lent""","""Cham : Springer, [2016]""","""Books""",9783319226354,"""Lecture notes in electrical engineering ; 363,""","""nan"""
1851,a1851,"""Statistics and data interpretation for social work""","""James A. Rosenthal""","""New York : Springer Publishing Company, ©2012.""","""Books""",9780826107213,"""nan""","""nan"""
1852,a1852,"""Equals investigations, remote rulers : a middle-school mathematics unit focusing on the relationship between algebraic graphs and graphs from real data involving direct and inverse variation""","""Lawrence Hall of Science, University of California at Berkeley""","""Berkeley, CA : University of California at Berkeley, [1994] ©1994""","""Books""",9780912511580,"""nan""","""nan"""
1853,a1853,"""Modeling complex data for creating information""","""J.-E. Dubois, N. Gershon (eds.)""","""Berlin ; New York : Springer ; Paris : CODATA, [1996] ©1996""","""Books""",9783540610694,"""Data and knowledge in a changing world,""","""nan"""
1855,a1855,"""Intelligent data engineering and automated learning -- IDEAL 2014 : 15th International Conference, Salamanca, Spain, September 10-12, 2014, proceedings""","""Emilio Corchado, José A. Lozano, Héctor Quintián, Hujun Yin (eds.)""","""Cham : Springer, 2014.""","""Books""",9783319108407,"""Lecture notes in computer science ; 8669,LNCS sublibrary. Information systems and applications, incl. Internet/Web, and HCI,""","""nan"""
1857,a1857,"""Reactions with variable-charge soils""","""N.J. Barrow""","""Dordrecht ; Boston : M. Nijhoff, 1987.""","""Books""",9789024735891,"""Developments in plant and soil sciences,""","""nan"""
1858,a1858,"""Applications and research in information systems and sciences : proceedings of the First International Conference on Information Sciences and Systems""","""editors, D. G. Lainiotis, N. S. Tzannes""","""Washington : Hemisphere Pub. Corp., [1977] ©1977""","""Books""",9780891160762,"""nan""","""nan"""
1859,a1859,"""Dementia research and care : can big data help?""","""edited by Geoff Anderson and Jillian Oderkirk""","""[Paris, France] : OECD, 2015. ©2015""","""Books""",9789264228429,"""nan""","""nan"""
1860,a1860,"""Social science, technical systems, and cooperative work : beyond the great divide""","""edited by Geoffrey C. Bowker ... [and others]""","""Mahwah, N.J. : Lawrence Erlbaum Associates, 1997.""","""Books""",9780805824025,"""Computers, cognition, and work,""","""nan"""
1861,a1861,"""Concepts in data structures and software development : a text for the second course in computer science""","""G. Michael Schneider, Steven C. Bruell""","""St. Paul : West Pub. Co., [1991] ©1991""","""Books""",9780314774606,"""nan""","""nan"""
1862,a1862,"""Analyzing time interval data : introducing an information system for time interval data analysis""","""Philipp Meisen""","""Wiesbaden : Springer Vieweg, 2016.""","""Books""",9783658157289,"""nan""","""nan"""
1863,a1863,"""Data and knowledge engineering : third International Conference, ICDKE 2012, Wuyishan, Fujian, China, November 21-23, 2012. Proceedings""","""Yang Xiang...[and others] (eds.)""","""Berlin ; New York : Springer, [2012] ©2012""","""Books""",9783642346798,"""Lecture notes in computer science ; 7696,LNCS sublibrary. Information systems and applications, incl. Internet/Web, and HCI,""","""nan"""
1864,a1864,"""Introduction to scientific computing and data analysis""","""Mark H. Holmes""","""Switzerland : Springer, 2016.""","""Books""",9783319302560,"""Texts in computational science and engineering ; 13,""","""nan"""
1865,a1865,"""Nonparametric statistics with applications to science and engineering""","""Paul H. Kvam, Brani Vidakovic""","""Hoboken, N.J. : Wiley-Interscience, [2007] ©2007""","""Books""",9780470168707,"""Wiley series in probability and statistics,""","""nan"""
1866,a1866,"""Data structures and operating systems""","""Teodor Rus""","""București ; New York : Editura Academiei : Wiley, 1979.""","""Books""",9780471995173,"""Wiley series in computing,""","""nan"""
1867,a1867,"""Advances in cryptology, CRYPTO '98 : 18th Annual International Conference, Santa Barbara, California, USA, August 23-27, 1998 : proceedings""","""Hugo Krawczyk, (ed)""","""Berlin ; New York : Springer, [1998] ©1998""","""Books""",9783540648925,"""Lecture notes in computer science. 1462,""","""nan"""
1868,a1868,"""Data reliability and risk assessment in soil interpretations""","""editors, W.D. Nettleton ... [and others]""","""Madison, Wis. : Soil Science Society of America, 1996.""","""Books""",9780891188230,"""SSSA special publication ; no. 47,""","""nan"""
1869,a1869,"""Data science : create teams that ask the right questions and deliver real value""","""Doug Rose""","""[Berkeley, CA] : Apress, 2016.""","""Books""",9781484222539,"""nan""","""nan"""
1871,a1871,"""Himalayan interdisciplinary paleoclimate project : science and implementation plan""","""edited by Cameron P. Wake and Paul A. Mayewski""","""[Boulder, Colo.] : [World Data Center-A for Paleoclimatology], [1996]""","""Books""",9783952107812,"""PAGES workshop report series ; 96-1,""","""nan"""
1872,a1872,"""Constructing representations to learn in science""","""edited by Russell Tytler ... [and others]""","""Rotterdam : Sense, [2013] ©2013""","""Books""",9789462092013,"""nan""","""nan"""
1875,a1875,"""Mathematics for the life sciences""","""Erin N. Bodine, Suzanne Lenhart, Louis J. Gross""","""Princeton : Princeton University Press, [2014] c2014""","""Books""",9780691150727,"""nan""","""nan"""
1876,a1876,"""Data management in grid and peer-to-peer systems : second international conference, Globe 2009, Linz, Austria, September 1-2, 2009 : proceedings""","""Abdelkader Hameurlain, A Min Tjoa (eds.)""","""Berlin ; New York : Springer, [2009] ©2009""","""Books""",9783642037153,"""Lecture notes in computer science ; 5697,LNCS sublibrary. Information systems and applications, incl. Internet/Web, and HCI,""","""nan"""
1877,a1877,"""Data analysis : a Bayesian tutorial""","""D. S. Sivia with J. Skilling""","""Second edition. Oxford : Oxford University Press, 2006. ©2006""","""Books""",9780191546709,"""Oxford science publications,""","""nan"""
1878,a1878,"""Atomic and molecular data and their applications : joint meeting of 14th International Toki Conference on Plasma Physics and Controlled Nuclear Fustion (ITC14) and 4th International Conference on Atomic and Molecular Data and Their Applications : (ICAMDATA2004) : Toki, Japan, 5-8 October, 2004""","""editors, Takako Kato, Hisamichi Funaba, Daiji Kato ; sponsoring organizations, The National Institute for Fusion Science ... [and others]""","""Melville, N.Y. : American Institute of Physics, [2005] ©2005""","""Books""",9780735402560,"""AIP conference proceedings. v. 771,""","""nan"""
1879,a1879,"""Internet primer for information professionals : a basic guide to Internet networking technology""","""by Elizabeth Lane and Craig Summerhill""","""Westport, CT : Meckler, [1993] ©1993""","""Books""",9780887368318,"""nan""","""nan"""
1880,a1880,"""Innovations in computer science and engineering : proceedings of the Third ICICSE, 2015""","""edited by H. S. Saini, Rishi Sayal, Sandeep Singh Rawat""","""Singapore : Springer, 2016.""","""Books""",9789811004193,"""Advances in intelligent systems and computing ; 413,""","""nan"""
1881,a1881,"""Developing children as researchers : a practical guide to help children conduct social research""","""Chae-Young Kim, Kieron Sheehy and Lucinda Kerawalla""","""London ; New York, NY : Routledge, 2017.""","""Books""",9781138669253,"""nan""","""nan"""
1882,a1882,"""Indexing it all : the subject in the age of documentation, information, and data""","""Ronald E. Day""","""Cambridge, Massachusetts : The MIT Press, [2014]""","""Books""",9780262028219,"""History and foundations of information science,""","""nan"""
1883,a1883,"""Effective conservation science : data not dogma""","""edited by Peter Kareiva, Michelle Marvier, Brian Silliman""","""First edition. Oxford, United Kingdom : Oxford University Press, [2018] ©2018""","""Books""",9780198808978,"""nan""","""nan"""
1884,a1884,"""Community detection and mining in social media""","""Lei Tang, Huan Liu""","""[San Rafael, Calif.] : Morgan & Claypool Publishers, [2010] ©2010""","""Books""",9781608453559,"""Synthesis lectures on data mining and knowledge discovery ; #3,""","""nan"""
1888,a1888,"""Learning from data streams in dynamic environments""","""Moamar Sayed-Mouchaweh""","""Cham : Springer, c2016. Cham : Springer, [2016] ©2016""","""Books""",9783319256672,"""SpringerBriefs in applied sciences and technology,""","""nan"""
1889,a1889,"""Live data structures in logic programs : derivation by means of abstract interpretation""","""Anne Mulkers""","""Berlin ; New York : Springer-Verlag, [1993] ©1993""","""Books""",9780387566948,"""Lecture notes in computer science ; 675,""","""nan"""
1890,a1890,"""Information & on-line data in astronomy""","""edited by Daniel Egret and Miguel A. Albrecht""","""Dordrecht ; Boston : Kluwer Academic Publishers, [1995] ©1995""","""Books""",9780792336594,"""Astrophysics and space science library ; v. 203,""","""nan"""
1891,a1891,"""Contemporary precalculus through applications : functions, data analysis, and matrices""","""Department of Mathematics and Computer Science, the North Carolina School of Science and Mathematics, Gloria B. Barrett ... [and others]""","""Providence, R.I. : Janson Publications, [1991] ©1991""","""Books""",9780939765546,"""nan""","""nan"""
1892,a1892,"""Practical hydroinformatics : computational intelligence and technological developments in water applications""","""Robert J. Abrahart, Linda M. See, Dimitri P. Solomatine (eds.)""","""Berlin : Springer, [2008] ©2008""","""Books""",9783540798804,"""Water science and technology library ; v. 68,""","""nan"""
1893,a1893,"""Security of computer based information systems""","""V.P. Lane""","""Basingstoke : Macmillan, 1985.""","""Books""",9780333364369,"""Macmillan computer science series,""","""nan"""
1894,a1894,"""Longitudinal data analysis : a practical guide for researchers in aging, health, and social sciences""","""edited by Jason T. Newsom, Richard N. Jones, Scott M. Hofer""","""New York : Routledge, 2012.""","""Books""",9780203814208,"""Multivariate applications book series ; 18,""","""nan"""
1895,a1895,"""Data structures and algorithm analysis in C""","""Mark Allen Weiss""","""Redwood City, Calif. : Benjamin/Cummings Pub. Co., [1993] ©1993""","""Books""",9780805354409,"""nan""","""nan"""
1896,a1896,"""Degrees in science and mathematics : national trends and state-by-state data""","""Irene Harwarth""","""[Washington, D.C.] : U.S. Dept. of Education, Office of Educational Research and Improvement, [1993]""","""Books""",9780160420719,"""nan""","""nan"""
1897,a1897,"""Trends in enterprise application architecture : VLDB Workshop, TEAA 2005, Trondheim, Norway, August 28, 2005 : revised selected papers""","""Dirk Draheim, Gerald Weber (eds.)""","""Berlin ; New York : Springer, 2006.""","""Books""",9783540327349,"""Lecture notes in computer science. 3888,""","""nan"""
1899,a1899,"""Algebraic methodology and software technology : 12th International Conference, AMAST 2008, Urbana, IL, USA, July 28-31, 2008 : proceedings""","""José Meseguer, Grigore Roşu (eds.)""","""Berlin ; New York : Springer, 2008.""","""Books""",9783540799801,"""Lecture notes in computer science. 5140,""","""nan"""
1900,a1900,"""Land use and watersheds : human influence on hydrology and geomorphology in urban and forest areas""","""Mark S. Wigmosta, Stephen J. Burges, editors""","""Washington, D.C. : American Geophysical Union, [2001] ©2001""","""Books""",9781118665848,"""Water science and application ; 2,""","""nan"""
1901,a1901,"""Telecommunications and beyond : the broader applicability of SDL and MSC : third international workshop, SAM 2002, Aberystwyth, UK, June 24-26, 2002 : revised papers""","""Edel Sherratt (ed.)""","""Berlin ; New York : Springer, [2003] ©2003""","""Books""",9783540008774,"""Lecture notes in computer science. 2599,""","""nan"""
1902,a1902,"""Methods in community-based participatory research for health""","""Barbara A. Israel ... [and others], editors ; foreword by David Satcher""","""First edition. San Francisco, CA : Jossey-Bass, [2005] ©2005""","""Books""",9780787975623,"""nan""","""nan"""
